transaction_id,date,store_name,store_city,product_name,category,units_sold, unit_price ,customer_id
TXN5265,2023-01-13,Pune FC Road,Pune,Speaker,electronics,12," 49,262.78 ",CUST027
TXN5266,2023-06-28,Mumbai Central,Mumbai,Headphones,Electronics,5," 39,854.96 ",CUST014
TXN5267,2023-09-01,Pune FC Road,Pune,Milk 1L,Groceries,12," 43,374.39 ",CUST045
TXN5268,2023-06-03,Chennai Anna,Chennai,Rice 5kg,Grocery,3," 52,195.05 ",CUST008
TXN5269,2023-12-13,Mumbai Central,Mumbai,Rice 5kg,Grocery,4," 52,195.05 ",CUST048
TXN5270,2023-03-23,Delhi South,Delhi,Smartwatch,electronics,18," 58,851.01 ",CUST030
TXN5271,2023-04-06,Delhi South,Delhi,Oil 1L,Grocery,6," 26,474.34 ",CUST026
TXN5272,2023-10-31,Mumbai Central,Mumbai,T-Shirt,Clothing,15," 29,770.19 ",CUST046
TXN5273,2023-12-27,Delhi South,Delhi,T-Shirt,Clothing,9," 29,770.19 ",CUST035
TXN5274,2023-04-11,Delhi South,Delhi,Atta 10kg,Grocery,11," 52,464.00 ",CUST043
TXN5275,2023-07-18,Chennai Anna,Chennai,Rice 5kg,Grocery,20," 52,195.05 ",CUST008
TXN5276,2023-11-13,Bangalore MG,Bangalore,Atta 10kg,Grocery,15," 52,464.00 ",CUST046
TXN5277,2023-06-10,Bangalore MG,Bangalore,Tablet,Electronics,5," 23,226.12 ",CUST008
TXN5278,2023-09-19,Delhi South,Delhi,Atta 10kg,Grocery,5," 52,464.00 ",CUST009
TXN5279,2023-04-06,Pune FC Road,Pune,Oil 1L,Grocery,14," 26,474.34 ",CUST045
TXN5280,2023-05-28,Delhi South,Delhi,Smartwatch,electronics,16," 58,851.01 ",CUST029
TXN5281,2023-01-05,Pune FC Road,Pune,Phone,Electronics,12," 48,703.39 ",CUST025
TXN5282,2023-12-17,Pune FC Road,Pune,Milk 1L,Groceries,14," 43,374.39 ",CUST029
TXN5283,2023-10-17,Chennai Anna,Chennai,Smartwatch,electronics,3," 58,851.01 ",CUST015
TXN5284,2023-04-26,Bangalore MG,Bangalore,Phone,Electronics,9," 48,703.39 ",CUST050
TXN5285,2023-09-19,Chennai Anna,Chennai,Milk 1L,Groceries,18," 43,374.39 ",CUST018
TXN5286,2023-01-22,Pune FC Road,Pune,Atta 10kg,Grocery,18," 52,464.00 ",CUST014
TXN5287,2023-06-02,Chennai Anna,Chennai,Headphones,Electronics,8," 39,854.96 ",CUST023
TXN5288,2023-05-02,Mumbai Central,Mumbai,Biscuits,Groceries,4," 27,469.99 ",CUST038
TXN5289,2023-11-12,Bangalore MG,Bangalore,Pulses 1kg,Grocery,6," 31,604.47 ",CUST014
TXN5290,2023-05-24,Mumbai Central,Mumbai,Atta 10kg,Grocery,18," 52,464.00 ",CUST021
TXN5291,2023-05-17,Bangalore MG,Bangalore,Saree,Clothing,19," 35,451.81 ",CUST044
TXN5292,2023-01-31,Mumbai Central,Mumbai,Speaker,electronics,14," 49,262.78 ",CUST009
TXN5293,2023-12-31,Delhi South,Delhi,Jeans,Clothing,5," 2,317.47 ",CUST049
TXN5294,2023-10-23,Chennai Anna,Chennai,Milk 1L,Groceries,5," 43,374.39 ",CUST027
TXN5295,2023-11-21,Chennai Anna,Chennai,Biscuits,Groceries,3," 27,469.99 ",CUST048
TXN5296,2023-09-07,Bangalore MG,Bangalore,Atta 10kg,Grocery,15," 52,464.00 ",CUST050
TXN5297,2023-02-02,Mumbai Central,Mumbai,Biscuits,Groceries,12," 27,469.99 ",CUST028
TXN5298,2023-06-15,Delhi South,Delhi,Milk 1L,Groceries,9," 43,374.39 ",CUST037
TXN5299,2023-12-16,Delhi South,,Milk 1L,Groceries,11," 43,374.39 ",CUST041
